89.101.97.139,89.101.97.139,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
41.228.22.180,41.228.22.180,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
85.226.176.123,85.226.176.123,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
77.79.56.210,77.79.56.210,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
92.59.35.196,92.59.35.196,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
41.235.58.200,41.235.58.200,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
217.17.56.163,217.17.56.163,04d02d00004d04d04c04d02d04d04d9674c6b4e623ae36cc2d998e99e2262e,000a|0303||ff01-0023,0005|0303||ff01-0023,|||,000a|0303||ff01-0023,000a|0303||ff01-0023,000a|0302||ff01-0023,000a|0303||ff01-0023,0005|0303||ff01-0023,000a|0303||ff01-0023,000a|0303||ff01-0023
136.143.11.232,136.143.11.232,04d02d00004d04d04c04d02d04d04d9674c6b4e623ae36cc2d998e99e2262e,000a|0303||ff01-0023,0005|0303||ff01-0023,|||,000a|0303||ff01-0023,000a|0303||ff01-0023,000a|0302||ff01-0023,000a|0303||ff01-0023,0005|0303||ff01-0023,000a|0303||ff01-0023,000a|0303||ff01-0023
96.246.158.154,96.246.158.154,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
24.152.219.253,24.152.219.253,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
209.142.97.161,209.142.97.161,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
45.9.20.200,45.9.20.200,04d02d00004d04d04c04d02d04d04d9674c6b4e623ae36cc2d998e99e2262e,000a|0303||ff01-0023,0005|0303||ff01-0023,|||,000a|0303||ff01-0023,000a|0303||ff01-0023,000a|0302||ff01-0023,000a|0303||ff01-0023,0005|0303||ff01-0023,000a|0303||ff01-0023,000a|0303||ff01-0023
98.157.235.126,98.157.235.126,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
38.10.197.234,38.10.197.234,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
117.248.109.38,117.248.109.38,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
38.70.253.226,38.70.253.226,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
65.100.174.110,65.100.174.110,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
65.100.174.110,65.100.174.110,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
65.100.174.110,65.100.174.110,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
70.93.80.154,70.93.80.154,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
201.93.111.2,201.93.111.2,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
207.246.112.221,207.246.112.221,20d08b20d21d20d20c42d08b20b41d6de8da07a3d19017ef127785dde06db6,c012|0303|http/1.1|0023-ff01-0010,0035|0301|http/1.1|0023-ff01-0010,c012|0303|http/1.1|0023-ff01-0010,c013|0303||0023-ff01,c012|0303||0023-ff01,c012|0302|http/1.1|0023-ff01-0010,1302|0303||002b-0033,0035|0301|http/1.1|0023-ff01-0010,c012|0301|http/1.1|0023-ff01-0010,1301|0303||002b-0033
